project_name,approach,provider,model_name,prompt_template,metric_group,metric_name,run_count,mean,median,population_stddev,minimum,maximum
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,architecture,self_communication_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,architecture,service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,architecture,short_responsibility_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,architecture,short_responsibility_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,architecture,total_responsibility_word_count,1,139.0,139.0,0.0,139.0,139.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,architecture,unique_service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,architecture,valid_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,api_error_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,average_call_duration_ms,1,9078.0,9078.0,0.0,9078.0,9078.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,critic_issue_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,critic_round_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,distinct_role_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,failed_llm_call_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,failed_llm_call_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,final_snapshot_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,final_snapshot_service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,interactions_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,interactions_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,llm_call_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,max_call_duration_ms,1,9078.0,9078.0,0.0,9078.0,9078.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,parse_error_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,refinement_round_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,retry_call_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,retry_call_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,revision_request_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,services_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,services_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,stopped_by_iteration_limit,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,successful_llm_call_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,total_call_duration_ms,1,9078.0,9078.0,0.0,9078.0,9078.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,total_response_char_count,1,1699.0,1699.0,0.0,1699.0,1699.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,total_system_prompt_char_count,1,1768.0,1768.0,0.0,1768.0,1768.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,total_user_prompt_char_count,1,16130.0,16130.0,0.0,16130.0,16130.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,trace_available,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,trace_elapsed_ms,1,9082.882,9082.882,0.0,9082.882,9082.882
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,trace_event_count,1,4.0,4.0,0.0,4.0,4.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,trace_invalid_json_line_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,process,workflow_converged,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,average_incoming_communications,1,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,average_outgoing_communications,1,1.3333333333333333,1.3333333333333333,0.0,1.3333333333333333,1.3333333333333333
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,average_responsibility_token_jaccard,1,0.09017642144577127,0.09017642144577127,0.0,0.09017642144577127,0.09017642144577127
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,average_responsibility_word_count,1,11.0,11.0,0.0,11.0,11.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,communication_density,1,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.6666666666666666
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,declared_communication_count,1,4.0,4.0,0.0,4.0,4.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,duplicate_communication_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,duplicate_service_name_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,invalid_communication_target_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,isolated_services_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,isolated_services_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,malformed_service_row_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,max_incoming_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,max_outgoing_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,max_responsibility_word_count,1,12.0,12.0,0.0,12.0,12.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,min_responsibility_word_count,1,10.0,10.0,0.0,10.0,10.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,raw_declared_communication_count,1,4.0,4.0,0.0,4.0,4.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,reciprocal_communication_pair_count,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,reciprocity_ratio,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,responsibility_word_count_stddev,1,0.816496580927726,0.816496580927726,0.0,0.816496580927726,0.816496580927726
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,self_communication_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,short_responsibility_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,short_responsibility_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,total_responsibility_word_count,1,33.0,33.0,0.0,33.0,33.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,unique_service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,deepseek,deepseek-chat,few_shot,architecture,valid_communication_count,1,4.0,4.0,0.0,4.0,4.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,api_error_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,average_call_duration_ms,1,2110.0,2110.0,0.0,2110.0,2110.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,critic_issue_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,critic_round_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,distinct_role_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,failed_llm_call_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,failed_llm_call_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,final_snapshot_communication_count,1,4.0,4.0,0.0,4.0,4.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,final_snapshot_service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,interactions_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,interactions_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,llm_call_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,max_call_duration_ms,1,2110.0,2110.0,0.0,2110.0,2110.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,parse_error_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,refinement_round_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,retry_call_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,retry_call_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,revision_request_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,services_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,services_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,stopped_by_iteration_limit,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,successful_llm_call_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,total_call_duration_ms,1,2110.0,2110.0,0.0,2110.0,2110.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,total_response_char_count,1,712.0,712.0,0.0,712.0,712.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,total_system_prompt_char_count,1,1768.0,1768.0,0.0,1768.0,1768.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,total_user_prompt_char_count,1,20861.0,20861.0,0.0,20861.0,20861.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,trace_available,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,trace_elapsed_ms,1,2097.555,2097.555,0.0,2097.555,2097.555
Jokul,direct,deepseek,deepseek-chat,few_shot,process,trace_event_count,1,4.0,4.0,0.0,4.0,4.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,trace_invalid_json_line_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,few_shot,process,workflow_converged,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,average_incoming_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,average_outgoing_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,average_responsibility_token_jaccard,1,0.05353535353535354,0.05353535353535354,0.0,0.05353535353535354,0.05353535353535354
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,average_responsibility_word_count,1,19.333333333333332,19.333333333333332,0.0,19.333333333333332,19.333333333333332
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,communication_density,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,declared_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,duplicate_communication_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,duplicate_service_name_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,invalid_communication_target_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,isolated_services_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,isolated_services_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,malformed_service_row_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,max_incoming_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,max_outgoing_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,max_responsibility_word_count,1,22.0,22.0,0.0,22.0,22.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,min_responsibility_word_count,1,15.0,15.0,0.0,15.0,15.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,raw_declared_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,reciprocal_communication_pair_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,reciprocity_ratio,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,responsibility_word_count_stddev,1,3.0912061651652345,3.0912061651652345,0.0,3.0912061651652345,3.0912061651652345
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,self_communication_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,short_responsibility_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,short_responsibility_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,total_responsibility_word_count,1,58.0,58.0,0.0,58.0,58.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,unique_service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,architecture,valid_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,api_error_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,average_call_duration_ms,1,3375.0,3375.0,0.0,3375.0,3375.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,critic_issue_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,critic_round_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,distinct_role_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,failed_llm_call_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,failed_llm_call_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,final_snapshot_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,final_snapshot_service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,interactions_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,interactions_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,llm_call_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,max_call_duration_ms,1,3375.0,3375.0,0.0,3375.0,3375.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,parse_error_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,refinement_round_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,retry_call_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,retry_call_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,revision_request_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,services_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,services_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,stopped_by_iteration_limit,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,successful_llm_call_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,total_call_duration_ms,1,3375.0,3375.0,0.0,3375.0,3375.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,total_response_char_count,1,918.0,918.0,0.0,918.0,918.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,total_system_prompt_char_count,1,1768.0,1768.0,0.0,1768.0,1768.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,total_user_prompt_char_count,1,16130.0,16130.0,0.0,16130.0,16130.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,trace_available,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,trace_elapsed_ms,1,3372.731,3372.731,0.0,3372.731,3372.731
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,trace_event_count,1,4.0,4.0,0.0,4.0,4.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,trace_invalid_json_line_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,deepseek,deepseek-chat,zero_shot,process,workflow_converged,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,average_incoming_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,average_outgoing_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,average_responsibility_token_jaccard,1,0.06957047791893527,0.06957047791893527,0.0,0.06957047791893527,0.06957047791893527
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,average_responsibility_word_count,1,22.0,22.0,0.0,22.0,22.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,communication_density,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,declared_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,duplicate_communication_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,duplicate_service_name_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,invalid_communication_target_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,isolated_services_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,isolated_services_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,malformed_service_row_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,max_incoming_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,max_outgoing_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,max_responsibility_word_count,1,29.0,29.0,0.0,29.0,29.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,min_responsibility_word_count,1,18.0,18.0,0.0,18.0,18.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,raw_declared_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,reciprocal_communication_pair_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,reciprocity_ratio,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,responsibility_word_count_stddev,1,4.96655480858378,4.96655480858378,0.0,4.96655480858378,4.96655480858378
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,self_communication_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,short_responsibility_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,short_responsibility_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,total_responsibility_word_count,1,66.0,66.0,0.0,66.0,66.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,unique_service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,architecture,valid_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,api_error_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,average_call_duration_ms,1,11625.0,11625.0,0.0,11625.0,11625.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,critic_issue_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,critic_round_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,distinct_role_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,failed_llm_call_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,failed_llm_call_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,final_snapshot_communication_count,1,6.0,6.0,0.0,6.0,6.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,final_snapshot_service_count,1,3.0,3.0,0.0,3.0,3.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,interactions_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,interactions_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,llm_call_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,max_call_duration_ms,1,11625.0,11625.0,0.0,11625.0,11625.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,parse_error_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,refinement_round_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,retry_call_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,retry_call_ratio,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,revision_request_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,services_added_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,services_removed_during_refinement_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,stopped_by_iteration_limit,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,successful_llm_call_count,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,total_call_duration_ms,1,11625.0,11625.0,0.0,11625.0,11625.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,total_response_char_count,1,1206.0,1206.0,0.0,1206.0,1206.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,total_system_prompt_char_count,1,1768.0,1768.0,0.0,1768.0,1768.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,total_user_prompt_char_count,1,20861.0,20861.0,0.0,20861.0,20861.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,trace_available,1,1.0,1.0,0.0,1.0,1.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,trace_elapsed_ms,1,11618.784,11618.784,0.0,11618.784,11618.784
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,trace_event_count,1,4.0,4.0,0.0,4.0,4.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,trace_invalid_json_line_count,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,few_shot,process,workflow_converged,1,0.0,0.0,0.0,0.0,0.0
Jokul,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,average_incoming_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,average_outgoing_communications,1,2.0,2.0,0.0,2.0,2.0
Jokul,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,average_responsibility_token_jaccard,1,0.11006493506493507,0.11006493506493507,0.0,0.11006493506493507,0.11006493506493507
Jokul,direct,openai,gpt-5.5-2026-04-23,zero_shot,architecture,average_responsibility_word_count,1,25.666666666666668,25.666666666666668,0.0,25.666666666666668,25.666666666666668
