project_name,approach,provider,model,prompt_template,run_number,output_path,trace_path,timestamp,status,error
jpetstore,direct,openai,gpt-5.5-2026-04-23,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/openai/gpt-5.5-2026-04-23/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/openai/gpt-5.5-2026-04-23/few_shot/run_1.trace.jsonl,2026-08-28T21:28:35.083462+00:00,success,
pet-clinic,direct,openai,gpt-5.5-2026-04-23,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/openai/gpt-5.5-2026-04-23/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/openai/gpt-5.5-2026-04-23/zero_shot/run_1.trace.jsonl,2026-08-28T21:28:49.521003+00:00,success,
pet-clinic,direct,openai,gpt-5.5-2026-04-23,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/openai/gpt-5.5-2026-04-23/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/openai/gpt-5.5-2026-04-23/few_shot/run_1.trace.jsonl,2026-08-28T21:29:02.666034+00:00,success,
7ep,direct,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/7ep/direct/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/7ep/direct/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-08-28T21:29:36.523719+00:00,success,
7ep,direct,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/7ep/direct/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/7ep/direct/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-08-28T21:29:44.989324+00:00,success,
acmeair,direct,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/acmeair/direct/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/acmeair/direct/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-08-28T21:29:55.135214+00:00,success,
acmeair,direct,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/acmeair/direct/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/acmeair/direct/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-08-28T21:30:06.317700+00:00,success,
cargo-tracker,direct,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/direct/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/direct/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-08-28T21:30:16.068055+00:00,success,
cargo-tracker,direct,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/direct/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/direct/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-08-28T21:30:28.961060+00:00,success,
daytrader7,direct,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/daytrader7/direct/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/daytrader7/direct/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-08-28T21:30:40.896413+00:00,success,
daytrader7,direct,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/daytrader7/direct/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/daytrader7/direct/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-08-28T21:30:52.657590+00:00,success,
Jokul,direct,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/direct/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/direct/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-08-28T21:31:03.730167+00:00,success,
Jokul,direct,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/direct/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/direct/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-08-28T21:31:12.828960+00:00,success,
jpetstore,direct,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-08-28T21:31:20.184853+00:00,success,
jpetstore,direct,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-08-28T21:31:28.387418+00:00,success,
pet-clinic,direct,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-08-28T21:31:35.844721+00:00,success,
pet-clinic,direct,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-08-28T21:31:41.899557+00:00,success,
7ep,direct,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/7ep/direct/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/7ep/direct/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-08-28T21:32:18.853176+00:00,success,
7ep,direct,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/7ep/direct/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/7ep/direct/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-08-28T21:32:22.247076+00:00,success,
acmeair,direct,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/acmeair/direct/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/acmeair/direct/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-08-28T21:32:26.574704+00:00,success,
acmeair,direct,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/acmeair/direct/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/acmeair/direct/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-08-28T21:32:30.033666+00:00,success,
cargo-tracker,direct,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/direct/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/direct/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-08-28T21:32:35.003078+00:00,success,
cargo-tracker,direct,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/direct/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/direct/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-08-28T21:32:38.758971+00:00,success,
daytrader7,direct,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/daytrader7/direct/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/daytrader7/direct/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-08-28T21:32:44.160697+00:00,success,
daytrader7,direct,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/daytrader7/direct/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/daytrader7/direct/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-08-28T21:32:47.892965+00:00,success,
Jokul,direct,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/direct/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/direct/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-08-28T21:32:54.193374+00:00,success,
Jokul,direct,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/direct/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/direct/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-08-28T21:32:57.571458+00:00,success,
jpetstore,direct,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-08-28T21:33:02.162262+00:00,success,
jpetstore,direct,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/jpetstore/direct/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-08-28T21:33:05.594222+00:00,success,
pet-clinic,direct,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-08-28T21:33:11.061264+00:00,success,
pet-clinic,direct,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/pet-clinic/direct/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-08-28T21:33:14.906001+00:00,success,
TNTConcept,direct,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/direct/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/direct/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-08-28T22:05:14.510976+00:00,success,
TNTConcept,direct,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/direct/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/direct/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-08-28T22:05:39.509250+00:00,success,
cargo-tracker,agent,openai,gpt-5.5-2026-04-23,zero_shot,1,,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/openai/gpt-5.5-2026-04-23/zero_shot/run_1.trace.jsonl,2026-09-23T13:45:26.536375+00:00,error,"Agent 'domain_analyst' failed. Last error: API error: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
cargo-tracker,agent,openai,gpt-5.5-2026-04-23,few_shot,1,,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/openai/gpt-5.5-2026-04-23/few_shot/run_1.trace.jsonl,2026-09-23T13:45:36.043381+00:00,error,"Agent 'domain_analyst' failed. Last error: API error: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
Jokul,agent,openai,gpt-5.5-2026-04-23,zero_shot,1,,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/openai/gpt-5.5-2026-04-23/zero_shot/run_1.trace.jsonl,2026-09-23T13:45:43.165315+00:00,error,"Agent 'domain_analyst' failed. Last error: API error: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
Jokul,agent,openai,gpt-5.5-2026-04-23,few_shot,1,,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/openai/gpt-5.5-2026-04-23/few_shot/run_1.trace.jsonl,2026-09-23T13:45:47.694387+00:00,error,"Agent 'domain_analyst' failed. Last error: API error: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
TNTConcept,agent,openai,gpt-5.5-2026-04-23,zero_shot,1,,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/openai/gpt-5.5-2026-04-23/zero_shot/run_1.trace.jsonl,2026-09-23T13:45:53.304955+00:00,error,"Agent 'domain_analyst' failed. Last error: API error: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
TNTConcept,agent,openai,gpt-5.5-2026-04-23,few_shot,1,,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/openai/gpt-5.5-2026-04-23/few_shot/run_1.trace.jsonl,2026-09-23T13:45:57.799869+00:00,error,"Agent 'domain_analyst' failed. Last error: API error: Error code: 429 - {'error': {'message': 'You have no credits remaining. Add credits to continue using the API at https://platform.openai.com/settings/organization/billing/.', 'type': 'insufficient_quota', 'param': None, 'code': 'credit_balance_exhausted'}}"
cargo-tracker,agent,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-09-23T13:46:28.299704+00:00,success,
cargo-tracker,agent,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-09-23T13:47:11.172415+00:00,success,
Jokul,agent,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-09-23T13:47:55.552520+00:00,success,
Jokul,agent,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-09-23T13:48:30.260810+00:00,success,
TNTConcept,agent,deepseek,deepseek-chat,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/deepseek/deepseek-chat/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/deepseek/deepseek-chat/zero_shot/run_1.trace.jsonl,2026-09-23T13:49:06.720766+00:00,success,
TNTConcept,agent,deepseek,deepseek-chat,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/deepseek/deepseek-chat/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/deepseek/deepseek-chat/few_shot/run_1.trace.jsonl,2026-09-23T13:50:01.128530+00:00,success,
cargo-tracker,agent,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-09-23T13:53:47.439119+00:00,success,
cargo-tracker,agent,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/cargo-tracker/agent/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-09-23T13:55:58.441443+00:00,success,
Jokul,agent,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-09-23T13:57:16.945436+00:00,success,
Jokul,agent,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/Jokul/agent/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-09-23T13:58:56.252538+00:00,success,
TNTConcept,agent,anthropic,claude-opus-4-8,zero_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/anthropic/claude-opus-4-8/zero_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/anthropic/claude-opus-4-8/zero_shot/run_1.trace.jsonl,2026-09-23T14:01:05.825363+00:00,success,
TNTConcept,agent,anthropic,claude-opus-4-8,few_shot,1,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/anthropic/claude-opus-4-8/few_shot/run_1.csv,C:/Users/Renanzin/arquitecture generation tool/outputs/TNTConcept/agent/anthropic/claude-opus-4-8/few_shot/run_1.trace.jsonl,2026-09-23T14:04:00.960005+00:00,success,
